[2023-09-15T15:41:13.774+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [queued]>
[2023-09-15T15:41:13.785+0000] {taskinstance.py:1103} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [queued]>
[2023-09-15T15:41:13.786+0000] {taskinstance.py:1308} INFO - Starting attempt 1 of 2
[2023-09-15T15:41:13.806+0000] {taskinstance.py:1327} INFO - Executing <Task(BranchPythonOperator): branching> on 2023-09-15 15:41:10.497401+00:00
[2023-09-15T15:41:13.813+0000] {standard_task_runner.py:57} INFO - Started process 561 to run task
[2023-09-15T15:41:13.819+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'eCommerce_ETL_dag', 'branching', 'manual__2023-09-15T15:41:10.497401+00:00', '--job-id', '11', '--raw', '--subdir', 'DAGS_FOLDER/workflow.py', '--cfg-path', '/tmp/tmp6o5oqoss']
[2023-09-15T15:41:13.824+0000] {standard_task_runner.py:85} INFO - Job 11: Subtask branching
[2023-09-15T15:41:13.891+0000] {task_command.py:410} INFO - Running <TaskInstance: eCommerce_ETL_dag.branching manual__2023-09-15T15:41:10.497401+00:00 [running]> on host 228226a2581e
[2023-09-15T15:41:13.989+0000] {taskinstance.py:1545} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='eCommerce_ETL_dag' AIRFLOW_CTX_TASK_ID='branching' AIRFLOW_CTX_EXECUTION_DATE='2023-09-15T15:41:10.497401+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2023-09-15T15:41:10.497401+00:00'
[2023-09-15T15:41:14.021+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'log', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.192+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_available_extensions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.193+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_available_extension_versions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.194+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_prepared_xacts', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.196+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_seclabels', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.197+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.198+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_all_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.200+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_timezone_abbrevs', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.201+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_timezone_names', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.203+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_sys_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.204+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.205+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_xact_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.207+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.209+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_xact_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.211+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.213+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_xact_user_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.214+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_all_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.215+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_sys_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.216+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_user_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.218+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_all_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.219+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_sys_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.221+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_user_indexes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.223+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_all_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.224+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_sys_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.225+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_statio_user_sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.227+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_activity', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.228+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_replication', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.230+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_slru', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.231+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_wal_receiver', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.233+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_subscription', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.234+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_ssl', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.236+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_gssapi', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.237+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_replication_slots', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.239+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_database', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.241+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_database_conflicts', 'VIEW', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.242+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_user_functions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.244+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_xact_user_functions', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.246+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_archiver', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.247+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_bgwriter', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.248+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'pg_catalog', 'pg_stat_progress_analyze', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.249+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.251+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'information_schema_catalog_name', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.252+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'collations', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.253+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'applicable_roles', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.255+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'administrable_role_authorizations', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.257+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'column_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.258+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'attributes', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.259+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'collation_character_set_applicability', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.261+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'character_sets', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.262+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'check_constraint_routine_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.263+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'check_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.264+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'column_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.266+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'column_domain_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.267+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'column_udt_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.269+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'constraint_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.272+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'constraint_table_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.273+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'domain_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.275+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'domain_udt_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.276+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'domains', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.277+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'enabled_roles', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.278+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'sql_implementation_info', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.280+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'key_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.281+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'parameters', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.282+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'referential_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.283+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'role_column_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.284+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'sql_parts', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.285+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'routine_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.287+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'role_routine_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.288+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'routines', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.289+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'schemata', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.291+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.292+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'sequences', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.293+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'sql_sizing', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.294+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'sql_features', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.295+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'table_constraints', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.297+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'transforms', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.298+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'table_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.299+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'role_table_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.300+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'udt_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.302+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'triggered_update_columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.303+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'triggers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.304+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'usage_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.305+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'role_udt_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.306+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'role_usage_grants', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.308+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'user_defined_types', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.309+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'view_column_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.311+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'view_routine_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.312+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'view_table_usage', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.313+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.314+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'views', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.315+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'data_type_privileges', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.317+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', '_pg_user_mappings', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.318+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'element_types', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.319+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', '_pg_foreign_table_columns', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.321+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'column_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.323+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', '_pg_foreign_data_wrappers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.324+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_data_wrapper_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.325+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'user_mapping_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.327+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_data_wrappers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.328+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', '_pg_foreign_servers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.329+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_server_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.330+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_servers', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.331+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', '_pg_foreign_tables', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.332+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'user_mappings', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.334+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'information_schema', 'foreign_table_options', 'VIEW', None, None, None, None, None, 'NO', 'NO', None)
[2023-09-15T15:41:14.335+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_user', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.336+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'ab_register_user', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.338+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dataset', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.339+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag_schedule_dataset_reference', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.340+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'dag', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
[2023-09-15T15:41:14.341+0000] {logging_mixin.py:150} INFO - !!!!!!!!!!!!!!! CHECK TABLE : ('ecommerce_db', 'public', 'task_outlet_dataset_reference', 'BASE TABLE', None, None, None, None, None, 'YES', 'NO', None)
